feed_version,feed_start_date,feed_end_date,tipo_os,servico,consorcio,sentido,vista,ativacao,evento,extensao,versao_modelo
2025-12-21,2025-12-21,2025-12-26,Natal,313,Internorte,Volta,Penha (Grotão) - Praça Tiradentes,"Manual, mediante provocação do operador.",[excepcionalidade],20.005,22d4617d5bb2889f600112473f926c3a35f27ed9
2025-12-21,2025-12-21,2025-12-26,Verão,313,Internorte,Volta,Penha (Grotão) - Praça Tiradentes,"Manual, mediante provocação do operador.",[excepcionalidade],20.005,22d4617d5bb2889f600112473f926c3a35f27ed9
2025-12-21,2025-12-21,2025-12-26,Verão,474,Intersul,Volta,Jacaré - Copacabana,"Manual, mediante provocação do operador.",[excepcionalidade],20.769,22d4617d5bb2889f600112473f926c3a35f27ed9
2025-12-21,2025-12-21,2025-12-26,Regular,474,Intersul,Volta,Jacaré - Copacabana,"Manual, mediante provocação do operador.",[excepcionalidade],20.769,22d4617d5bb2889f600112473f926c3a35f27ed9
2025-12-21,2025-12-21,2025-12-26,Natal,474,Intersul,Volta,Jacaré - Copacabana,"Manual, mediante provocação do operador.",[excepcionalidade],20.769,22d4617d5bb2889f600112473f926c3a35f27ed9
2025-12-21,2025-12-21,2025-12-26,Natal,623,Internorte,Volta,Penha - Saens Peña,"Manual, mediante provocação do operador.",[excepcionalidade],22.437,22d4617d5bb2889f600112473f926c3a35f27ed9
2025-12-21,2025-12-21,2025-12-26,Verão,623,Internorte,Volta,Penha - Saens Peña,"Manual, mediante provocação do operador.",[excepcionalidade],22.437,22d4617d5bb2889f600112473f926c3a35f27ed9
2025-12-21,2025-12-21,2025-12-26,Regular,623,Internorte,Volta,Penha - Saens Peña,"Manual, mediante provocação do operador.",[excepcionalidade],22.437,22d4617d5bb2889f600112473f926c3a35f27ed9
2025-12-21,2025-12-21,2025-12-26,Regular,623,Internorte,Ida,Penha - Saens Peña,"Manual, mediante provocação do operador.",[excepcionalidade],22.501,22d4617d5bb2889f600112473f926c3a35f27ed9
2025-12-21,2025-12-21,2025-12-26,Natal,623,Internorte,Ida,Penha - Saens Peña,"Manual, mediante provocação do operador.",[excepcionalidade],22.501,22d4617d5bb2889f600112473f926c3a35f27ed9
2025-12-21,2025-12-21,2025-12-26,Verão,623,Internorte,Ida,Penha - Saens Peña,"Manual, mediante provocação do operador.",[excepcionalidade],22.501,22d4617d5bb2889f600112473f926c3a35f27ed9
2025-12-21,2025-12-21,2025-12-26,Natal,483,Internorte,Ida,Penha - General Osório,"Manual, mediante provocação do operador.",[excepcionalidade],26.499,22d4617d5bb2889f600112473f926c3a35f27ed9
2025-12-21,2025-12-21,2025-12-26,Verão,483,Internorte,Ida,Penha - General Osório,"Manual, mediante provocação do operador.",[excepcionalidade],26.499,22d4617d5bb2889f600112473f926c3a35f27ed9
2025-12-21,2025-12-21,2025-12-26,Regular,483,Internorte,Ida,Penha - General Osório,"Manual, mediante provocação do operador.",[excepcionalidade],26.499,22d4617d5bb2889f600112473f926c3a35f27ed9
2025-12-21,2025-12-21,2025-12-26,Verão,483,Internorte,Volta,Penha - General Osório,"Manual, mediante provocação do operador.",[excepcionalidade],27.121,22d4617d5bb2889f600112473f926c3a35f27ed9
2025-12-21,2025-12-21,2025-12-26,Regular,483,Internorte,Volta,Penha - General Osório,"Manual, mediante provocação do operador.",[excepcionalidade],27.121,22d4617d5bb2889f600112473f926c3a35f27ed9
2025-12-21,2025-12-21,2025-12-26,Natal,483,Internorte,Volta,Penha - General Osório,"Manual, mediante provocação do operador.",[excepcionalidade],27.121,22d4617d5bb2889f600112473f926c3a35f27ed9
2025-12-21,2025-12-21,2025-12-26,Natal,109,Intersul,Ida,São Conrado - Santo Cristo,"Manual, mediante provocação do operador.",[excepcionalidade],28.111,22d4617d5bb2889f600112473f926c3a35f27ed9
2025-12-21,2025-12-21,2025-12-26,Regular,109,Intersul,Ida,São Conrado - Santo Cristo,"Manual, mediante provocação do operador.",[excepcionalidade],28.111,22d4617d5bb2889f600112473f926c3a35f27ed9
2025-12-21,2025-12-21,2025-12-26,Verão,109,Intersul,Ida,São Conrado - Santo Cristo,"Manual, mediante provocação do operador.",[excepcionalidade],28.111,22d4617d5bb2889f600112473f926c3a35f27ed9
2025-12-21,2025-12-21,2025-12-26,Verão,601,Transcarioca,Volta,Santa Maria - Saens Peña,"Manual, mediante provocação do operador.",[excepcionalidade],28.793,22d4617d5bb2889f600112473f926c3a35f27ed9
2025-12-21,2025-12-21,2025-12-26,Natal,601,Transcarioca,Volta,Santa Maria - Saens Peña,"Manual, mediante provocação do operador.",[excepcionalidade],28.793,22d4617d5bb2889f600112473f926c3a35f27ed9
2025-12-21,2025-12-21,2025-12-26,Regular,601,Transcarioca,Volta,Santa Maria - Saens Peña,"Manual, mediante provocação do operador.",[excepcionalidade],28.793,22d4617d5bb2889f600112473f926c3a35f27ed9
2025-12-21,2025-12-21,2025-12-26,Natal,601,Transcarioca,Ida,Santa Maria - Saens Peña,"Manual, mediante provocação do operador.",[excepcionalidade],29.0,22d4617d5bb2889f600112473f926c3a35f27ed9
2025-12-21,2025-12-21,2025-12-26,Verão,601,Transcarioca,Ida,Santa Maria - Saens Peña,"Manual, mediante provocação do operador.",[excepcionalidade],29.0,22d4617d5bb2889f600112473f926c3a35f27ed9
2025-12-21,2025-12-21,2025-12-26,Regular,601,Transcarioca,Ida,Santa Maria - Saens Peña,"Manual, mediante provocação do operador.",[excepcionalidade],29.0,22d4617d5bb2889f600112473f926c3a35f27ed9
2025-12-21,2025-12-21,2025-12-26,Verão,731,Santa Cruz,Volta,Campo Grande - Marechal Hermes,"Manual, mediante provocação do operador.",[excepcionalidade],29.042,22d4617d5bb2889f600112473f926c3a35f27ed9
2025-12-21,2025-12-21,2025-12-26,Regular,731,Santa Cruz,Volta,Campo Grande - Marechal Hermes,"Manual, mediante provocação do operador.",[excepcionalidade],29.042,22d4617d5bb2889f600112473f926c3a35f27ed9
2025-12-21,2025-12-21,2025-12-26,Natal,731,Santa Cruz,Volta,Campo Grande - Marechal Hermes,"Manual, mediante provocação do operador.",[excepcionalidade],29.042,22d4617d5bb2889f600112473f926c3a35f27ed9
2025-12-21,2025-12-21,2025-12-26,Regular,731,Santa Cruz,Ida,Campo Grande - Marechal Hermes,"Manual, mediante provocação do operador.",[excepcionalidade],30.213,22d4617d5bb2889f600112473f926c3a35f27ed9
2025-12-21,2025-12-21,2025-12-26,Verão,731,Santa Cruz,Ida,Campo Grande - Marechal Hermes,"Manual, mediante provocação do operador.",[excepcionalidade],30.213,22d4617d5bb2889f600112473f926c3a35f27ed9
2025-12-21,2025-12-21,2025-12-26,Natal,731,Santa Cruz,Ida,Campo Grande - Marechal Hermes,"Manual, mediante provocação do operador.",[excepcionalidade],30.213,22d4617d5bb2889f600112473f926c3a35f27ed9
2025-12-21,2025-12-21,2025-12-26,Regular,SN731,Santa Cruz,Volta,Campo Grande - Marechal Hermes,"Manual, mediante provocação do operador.",[excepcionalidade],31.701,22d4617d5bb2889f600112473f926c3a35f27ed9
2025-12-21,2025-12-21,2025-12-26,Verão,SN731,Santa Cruz,Volta,Campo Grande - Marechal Hermes,"Manual, mediante provocação do operador.",[excepcionalidade],31.701,22d4617d5bb2889f600112473f926c3a35f27ed9
2025-12-21,2025-12-21,2025-12-26,Natal,SN731,Santa Cruz,Volta,Campo Grande - Marechal Hermes,"Manual, mediante provocação do operador.",[excepcionalidade],31.701,22d4617d5bb2889f600112473f926c3a35f27ed9
2025-12-21,2025-12-21,2025-12-26,Natal,SV790,Santa Cruz,Ida,Campo Grande - Cascadura,"Manual, mediante provocação do operador.",[excepcionalidade],32.272,22d4617d5bb2889f600112473f926c3a35f27ed9
2025-12-21,2025-12-21,2025-12-26,Verão,SV790,Santa Cruz,Ida,Campo Grande - Cascadura,"Manual, mediante provocação do operador.",[excepcionalidade],32.272,22d4617d5bb2889f600112473f926c3a35f27ed9
2025-12-21,2025-12-21,2025-12-26,Regular,SV790,Santa Cruz,Ida,Campo Grande - Cascadura,"Manual, mediante provocação do operador.",[excepcionalidade],32.272,22d4617d5bb2889f600112473f926c3a35f27ed9
2025-12-21,2025-12-21,2025-12-26,Natal,SN731,Santa Cruz,Ida,Campo Grande - Marechal Hermes,"Manual, mediante provocação do operador.",[excepcionalidade],33.272,22d4617d5bb2889f600112473f926c3a35f27ed9
2025-12-21,2025-12-21,2025-12-26,Verão,SN731,Santa Cruz,Ida,Campo Grande - Marechal Hermes,"Manual, mediante provocação do operador.",[excepcionalidade],33.272,22d4617d5bb2889f600112473f926c3a35f27ed9
2025-12-21,2025-12-21,2025-12-26,Regular,SN731,Santa Cruz,Ida,Campo Grande - Marechal Hermes,"Manual, mediante provocação do operador.",[excepcionalidade],33.272,22d4617d5bb2889f600112473f926c3a35f27ed9
2025-12-21,2025-12-21,2025-12-26,Verão,737,Santa Cruz,Ida,Santíssimo - Cascadura,"Manual, mediante provocação do operador.",[excepcionalidade],33.808,22d4617d5bb2889f600112473f926c3a35f27ed9
2025-12-21,2025-12-21,2025-12-26,Natal,737,Santa Cruz,Ida,Santíssimo - Cascadura,"Manual, mediante provocação do operador.",[excepcionalidade],33.808,22d4617d5bb2889f600112473f926c3a35f27ed9
2025-12-21,2025-12-21,2025-12-26,Regular,737,Santa Cruz,Ida,Santíssimo - Cascadura,"Manual, mediante provocação do operador.",[excepcionalidade],33.808,22d4617d5bb2889f600112473f926c3a35f27ed9
2025-12-21,2025-12-21,2025-12-26,Regular,737,Santa Cruz,Volta,Santíssimo - Cascadura,"Manual, mediante provocação do operador.",[excepcionalidade],34.283,22d4617d5bb2889f600112473f926c3a35f27ed9
2025-12-21,2025-12-21,2025-12-26,Natal,737,Santa Cruz,Volta,Santíssimo - Cascadura,"Manual, mediante provocação do operador.",[excepcionalidade],34.283,22d4617d5bb2889f600112473f926c3a35f27ed9
2025-12-21,2025-12-21,2025-12-26,Verão,737,Santa Cruz,Volta,Santíssimo - Cascadura,"Manual, mediante provocação do operador.",[excepcionalidade],34.283,22d4617d5bb2889f600112473f926c3a35f27ed9
2025-12-21,2025-12-21,2025-12-26,Natal,SV790,Santa Cruz,Volta,Campo Grande - Cascadura,"Manual, mediante provocação do operador.",[excepcionalidade],35.255,22d4617d5bb2889f600112473f926c3a35f27ed9
2025-12-21,2025-12-21,2025-12-26,Verão,SV790,Santa Cruz,Volta,Campo Grande - Cascadura,"Manual, mediante provocação do operador.",[excepcionalidade],35.255,22d4617d5bb2889f600112473f926c3a35f27ed9
2025-12-21,2025-12-21,2025-12-26,Regular,SV790,Santa Cruz,Volta,Campo Grande - Cascadura,"Manual, mediante provocação do operador.",[excepcionalidade],35.255,22d4617d5bb2889f600112473f926c3a35f27ed9
2025-12-21,2025-12-21,2025-12-26,Natal,622,Internorte,Circular,Penha - Saens Peña,"Manual, mediante provocação do operador.",[excepcionalidade],37.835,22d4617d5bb2889f600112473f926c3a35f27ed9
2025-12-21,2025-12-21,2025-12-26,Regular,622,Internorte,Circular,Penha - Saens Peña,"Manual, mediante provocação do operador.",[excepcionalidade],37.835,22d4617d5bb2889f600112473f926c3a35f27ed9
2025-12-21,2025-12-21,2025-12-26,Verão,622,Internorte,Circular,Penha - Saens Peña,"Manual, mediante provocação do operador.",[excepcionalidade],37.835,22d4617d5bb2889f600112473f926c3a35f27ed9
2025-12-21,2025-12-21,2025-12-26,Natal,621,Internorte,Circular,Penha - Saens Peña,"Manual, mediante provocação do operador.",[excepcionalidade],38.614,22d4617d5bb2889f600112473f926c3a35f27ed9
2025-12-21,2025-12-21,2025-12-26,Regular,621,Internorte,Circular,Penha - Saens Peña,"Manual, mediante provocação do operador.",[excepcionalidade],38.614,22d4617d5bb2889f600112473f926c3a35f27ed9
2025-12-21,2025-12-21,2025-12-26,Verão,621,Internorte,Circular,Penha - Saens Peña,"Manual, mediante provocação do operador.",[excepcionalidade],38.614,22d4617d5bb2889f600112473f926c3a35f27ed9
2025-12-21,2025-12-21,2025-12-26,Verão,389,Santa Cruz,Ida,Vila Aliança - Candelária,"Manual, mediante provocação do operador.",[excepcionalidade],42.133,22d4617d5bb2889f600112473f926c3a35f27ed9
2025-12-21,2025-12-21,2025-12-26,Natal,389,Santa Cruz,Ida,Vila Aliança - Candelária,"Manual, mediante provocação do operador.",[excepcionalidade],42.133,22d4617d5bb2889f600112473f926c3a35f27ed9
2025-12-21,2025-12-21,2025-12-26,Regular,389,Santa Cruz,Ida,Vila Aliança - Candelária,"Manual, mediante provocação do operador.",[excepcionalidade],42.133,22d4617d5bb2889f600112473f926c3a35f27ed9
2025-12-21,2025-12-21,2025-12-26,Regular,926,Santa Cruz,Ida,Senador Camará - Penha,"Manual, mediante provocação do operador.",[excepcionalidade_1],28.288,22d4617d5bb2889f600112473f926c3a35f27ed9
2025-12-21,2025-12-21,2025-12-26,Natal,926,Santa Cruz,Ida,Senador Camará - Penha,"Manual, mediante provocação do operador.",[excepcionalidade_1],28.288,22d4617d5bb2889f600112473f926c3a35f27ed9
2025-12-21,2025-12-21,2025-12-26,Verão,926,Santa Cruz,Ida,Senador Camará - Penha,"Manual, mediante provocação do operador.",[excepcionalidade_1],28.288,22d4617d5bb2889f600112473f926c3a35f27ed9
2025-12-21,2025-12-21,2025-12-26,Regular,926,Santa Cruz,Volta,Senador Camará - Penha,"Manual, mediante provocação do operador.",[excepcionalidade_1],28.776,22d4617d5bb2889f600112473f926c3a35f27ed9
2025-12-21,2025-12-21,2025-12-26,Verão,926,Santa Cruz,Volta,Senador Camará - Penha,"Manual, mediante provocação do operador.",[excepcionalidade_1],28.776,22d4617d5bb2889f600112473f926c3a35f27ed9
2025-12-21,2025-12-21,2025-12-26,Natal,926,Santa Cruz,Volta,Senador Camará - Penha,"Manual, mediante provocação do operador.",[excepcionalidade_1],28.776,22d4617d5bb2889f600112473f926c3a35f27ed9
2025-12-21,2025-12-21,2025-12-26,Regular,926,Santa Cruz,Ida,Senador Camará - Penha,"Manual, mediante provocação do operador.",[excepcionalidade_2],27.262,22d4617d5bb2889f600112473f926c3a35f27ed9
2025-12-21,2025-12-21,2025-12-26,Natal,926,Santa Cruz,Ida,Senador Camará - Penha,"Manual, mediante provocação do operador.",[excepcionalidade_2],27.262,22d4617d5bb2889f600112473f926c3a35f27ed9
2025-12-21,2025-12-21,2025-12-26,Verão,926,Santa Cruz,Ida,Senador Camará - Penha,"Manual, mediante provocação do operador.",[excepcionalidade_2],27.262,22d4617d5bb2889f600112473f926c3a35f27ed9
2025-12-21,2025-12-21,2025-12-26,Natal,926,Santa Cruz,Volta,Senador Camará - Penha,"Manual, mediante provocação do operador.",[excepcionalidade_2],27.64,22d4617d5bb2889f600112473f926c3a35f27ed9
2025-12-21,2025-12-21,2025-12-26,Verão,926,Santa Cruz,Volta,Senador Camará - Penha,"Manual, mediante provocação do operador.",[excepcionalidade_2],27.64,22d4617d5bb2889f600112473f926c3a35f27ed9
2025-12-21,2025-12-21,2025-12-26,Regular,926,Santa Cruz,Volta,Senador Camará - Penha,"Manual, mediante provocação do operador.",[excepcionalidade_2],27.64,22d4617d5bb2889f600112473f926c3a35f27ed9
2025-12-21,2025-12-21,2025-12-26,Natal,163,Intersul,Ida,Terminal Gentileza - Copacabana,Automática.,[reversível],11.247,22d4617d5bb2889f600112473f926c3a35f27ed9
2025-12-21,2025-12-21,2025-12-26,Verão,163,Intersul,Ida,Terminal Gentileza - Copacabana,Automática.,[reversível],11.247,22d4617d5bb2889f600112473f926c3a35f27ed9
2025-12-21,2025-12-21,2025-12-26,Regular,163,Intersul,Ida,Terminal Gentileza - Copacabana,Automática.,[reversível],11.247,22d4617d5bb2889f600112473f926c3a35f27ed9
2025-12-21,2025-12-21,2025-12-26,Verão,463,Intersul,Ida,São Cristóvão - Copacabana,Automática.,[reversível],11.428,22d4617d5bb2889f600112473f926c3a35f27ed9
2025-12-21,2025-12-21,2025-12-26,Natal,463,Intersul,Ida,São Cristóvão - Copacabana,Automática.,[reversível],11.428,22d4617d5bb2889f600112473f926c3a35f27ed9
2025-12-21,2025-12-21,2025-12-26,Regular,463,Intersul,Ida,São Cristóvão - Copacabana,Automática.,[reversível],11.428,22d4617d5bb2889f600112473f926c3a35f27ed9
2025-12-21,2025-12-21,2025-12-26,Regular,108,Intersul,Ida,Jardim de Alah - Terminal Gentileza,Automática.,[reversível],18.061,22d4617d5bb2889f600112473f926c3a35f27ed9
2025-12-21,2025-12-21,2025-12-26,Natal,108,Intersul,Ida,Jardim de Alah - Terminal Gentileza,Automática.,[reversível],18.061,22d4617d5bb2889f600112473f926c3a35f27ed9
2025-12-21,2025-12-21,2025-12-26,Verão,108,Intersul,Ida,Jardim de Alah - Terminal Gentileza,Automática.,[reversível],18.061,22d4617d5bb2889f600112473f926c3a35f27ed9
2025-12-21,2025-12-21,2025-12-26,Natal,109,Intersul,Volta,São Conrado - Santo Cristo,Automática.,[reversível],19.049,22d4617d5bb2889f600112473f926c3a35f27ed9
2025-12-21,2025-12-21,2025-12-26,Verão,109,Intersul,Volta,São Conrado - Santo Cristo,Automática.,[reversível],19.049,22d4617d5bb2889f600112473f926c3a35f27ed9
2025-12-21,2025-12-21,2025-12-26,Regular,109,Intersul,Volta,São Conrado - Santo Cristo,Automática.,[reversível],19.049,22d4617d5bb2889f600112473f926c3a35f27ed9
2025-12-21,2025-12-21,2025-12-26,Natal,104,Intersul,Volta,São Conrado - Terminal Gentileza,Automática.,[reversível],25.582,22d4617d5bb2889f600112473f926c3a35f27ed9
2025-12-21,2025-12-21,2025-12-26,Verão,104,Intersul,Volta,São Conrado - Terminal Gentileza,Automática.,[reversível],25.582,22d4617d5bb2889f600112473f926c3a35f27ed9
2025-12-21,2025-12-21,2025-12-26,Regular,104,Intersul,Volta,São Conrado - Terminal Gentileza,Automática.,[reversível],25.582,22d4617d5bb2889f600112473f926c3a35f27ed9
2025-12-21,2025-12-21,2025-12-26,Verão,435,Intersul,Volta,Grajaú - Gávea,Automática.,[reversível],25.606,22d4617d5bb2889f600112473f926c3a35f27ed9
2025-12-21,2025-12-21,2025-12-26,Regular,435,Intersul,Volta,Grajaú - Gávea,Automática.,[reversível],25.606,22d4617d5bb2889f600112473f926c3a35f27ed9
2025-12-21,2025-12-21,2025-12-26,Natal,435,Intersul,Volta,Grajaú - Gávea,Automática.,[reversível],25.606,22d4617d5bb2889f600112473f926c3a35f27ed9
2025-12-21,2025-12-21,2025-12-26,Natal,557,Transcarioca,Volta,Rio das Pedras - Copacabana,Automática.,[reversível],26.367,22d4617d5bb2889f600112473f926c3a35f27ed9
2025-12-21,2025-12-21,2025-12-26,Regular,557,Transcarioca,Volta,Rio das Pedras - Copacabana,Automática.,[reversível],26.367,22d4617d5bb2889f600112473f926c3a35f27ed9
2025-12-21,2025-12-21,2025-12-26,Verão,557,Transcarioca,Volta,Rio das Pedras - Copacabana,Automática.,[reversível],26.367,22d4617d5bb2889f600112473f926c3a35f27ed9
2025-12-21,2025-12-21,2025-12-26,Verão,552,Transcarioca,Volta,Terminal Alvorada - Rio Sul,Automática.,[reversível],30.303,22d4617d5bb2889f600112473f926c3a35f27ed9
2025-12-21,2025-12-21,2025-12-26,Regular,552,Transcarioca,Volta,Terminal Alvorada - Rio Sul,Automática.,[reversível],30.303,22d4617d5bb2889f600112473f926c3a35f27ed9
2025-12-21,2025-12-21,2025-12-26,Natal,552,Transcarioca,Volta,Terminal Alvorada - Rio Sul,Automática.,[reversível],30.303,22d4617d5bb2889f600112473f926c3a35f27ed9
2025-12-21,2025-12-21,2025-12-26,Regular,557,Transcarioca,Ida,Rio das Pedras - Copacabana,Automática.,[reversível],30.319,22d4617d5bb2889f600112473f926c3a35f27ed9
2025-12-21,2025-12-21,2025-12-26,Natal,557,Transcarioca,Ida,Rio das Pedras - Copacabana,Automática.,[reversível],30.319,22d4617d5bb2889f600112473f926c3a35f27ed9
2025-12-21,2025-12-21,2025-12-26,Verão,557,Transcarioca,Ida,Rio das Pedras - Copacabana,Automática.,[reversível],30.319,22d4617d5bb2889f600112473f926c3a35f27ed9
2025-12-21,2025-12-21,2025-12-26,Natal,558,Transcarioca,Ida,Cidade de Deus - Copacabana,Automática.,[reversível],37.024,22d4617d5bb2889f600112473f926c3a35f27ed9
2025-12-21,2025-12-21,2025-12-26,Verão,558,Transcarioca,Ida,Cidade de Deus - Copacabana,Automática.,[reversível],37.024,22d4617d5bb2889f600112473f926c3a35f27ed9
2025-12-21,2025-12-21,2025-12-26,Regular,558,Transcarioca,Ida,Cidade de Deus - Copacabana,Automática.,[reversível],37.024,22d4617d5bb2889f600112473f926c3a35f27ed9
2025-12-21,2025-12-21,2025-12-26,Verão,553,Transcarioca,Volta,Recreio dos Bandeirantes - Rio Sul,Automática.,[reversível],40.875,22d4617d5bb2889f600112473f926c3a35f27ed9
2025-12-21,2025-12-21,2025-12-26,Regular,553,Transcarioca,Volta,Recreio dos Bandeirantes - Rio Sul,Automática.,[reversível],40.875,22d4617d5bb2889f600112473f926c3a35f27ed9
2025-12-21,2025-12-21,2025-12-26,Natal,553,Transcarioca,Volta,Recreio dos Bandeirantes - Rio Sul,Automática.,[reversível],40.875,22d4617d5bb2889f600112473f926c3a35f27ed9
2025-12-21,2025-12-21,2025-12-26,Verão,554,Transcarioca,Volta,Piabas - Rio Sul,Automática.,[reversível],51.907,22d4617d5bb2889f600112473f926c3a35f27ed9
2025-12-21,2025-12-21,2025-12-26,Regular,554,Transcarioca,Volta,Piabas - Rio Sul,Automática.,[reversível],51.907,22d4617d5bb2889f600112473f926c3a35f27ed9
2025-12-21,2025-12-21,2025-12-26,Natal,554,Transcarioca,Volta,Piabas - Rio Sul,Automática.,[reversível],51.907,22d4617d5bb2889f600112473f926c3a35f27ed9
2026-03-05,2026-03-05,2026-03-11,Verão,SV790,Santa Cruz,Volta,Campo Grande - Cascadura,Automática.,[desvio_feira],36.206,1d892d29bfad4afa8edde52f016c57f99454e9e5
2026-03-05,2026-03-05,2026-03-11,Regular,SV790,Santa Cruz,Volta,Campo Grande - Cascadura,Automática.,[desvio_feira],36.206,1d892d29bfad4afa8edde52f016c57f99454e9e5
2026-03-05,2026-03-05,2026-03-11,Regular,731,Santa Cruz,Volta,Campo Grande - Marechal Hermes,Automática.,[desvio_feira],28.366,1d892d29bfad4afa8edde52f016c57f99454e9e5
2026-03-05,2026-03-05,2026-03-11,Verão,731,Santa Cruz,Volta,Campo Grande - Marechal Hermes,Automática.,[desvio_feira],28.366,1d892d29bfad4afa8edde52f016c57f99454e9e5
2026-03-05,2026-03-05,2026-03-11,Verão,917,Internorte,Volta,Padre Miguel - Bonsucesso,Automática.,[desvio_feira],28.044,1d892d29bfad4afa8edde52f016c57f99454e9e5
2026-03-05,2026-03-05,2026-03-11,Regular,SV917,Internorte,Volta,Padre Miguel - Bonsucesso,Automática.,[desvio_feira],28.311,1d892d29bfad4afa8edde52f016c57f99454e9e5
2026-03-05,2026-03-05,2026-03-11,Verão,SV917,Internorte,Ida,Padre Miguel - Bonsucesso,Automática.,[desvio_feira],29.306,1d892d29bfad4afa8edde52f016c57f99454e9e5
2026-03-05,2026-03-05,2026-03-11,Regular,SV917,Internorte,Ida,Padre Miguel - Bonsucesso,Automática.,[desvio_feira],29.306,1d892d29bfad4afa8edde52f016c57f99454e9e5
2026-03-05,2026-03-05,2026-03-11,Regular,917,Internorte,Volta,Padre Miguel - Bonsucesso,Automática.,[desvio_feira],28.044,1d892d29bfad4afa8edde52f016c57f99454e9e5
2026-03-05,2026-03-05,2026-03-11,Regular,917,Internorte,Ida,Padre Miguel - Bonsucesso,Automática.,[desvio_feira],30.45,1d892d29bfad4afa8edde52f016c57f99454e9e5
2026-03-05,2026-03-05,2026-03-11,Verão,917,Internorte,Ida,Padre Miguel - Bonsucesso,Automática.,[desvio_feira],30.45,1d892d29bfad4afa8edde52f016c57f99454e9e5
2026-03-05,2026-03-05,2026-03-11,Verão,SV917,Internorte,Volta,Padre Miguel - Bonsucesso,Automática.,[desvio_feira],28.311,1d892d29bfad4afa8edde52f016c57f99454e9e5
2026-03-05,2026-03-05,2026-03-11,Verão,628,Internorte,Ida,Penha - Nova América,Automática.,[desvio_feira],7.2,1d892d29bfad4afa8edde52f016c57f99454e9e5
2026-03-05,2026-03-05,2026-03-11,Regular,628,Internorte,Volta,Penha - Nova América,Automática.,[desvio_feira],8.604,1d892d29bfad4afa8edde52f016c57f99454e9e5
2026-03-05,2026-03-05,2026-03-11,Verão,628,Internorte,Volta,Penha - Nova América,Automática.,[desvio_feira],8.604,1d892d29bfad4afa8edde52f016c57f99454e9e5
2026-03-05,2026-03-05,2026-03-11,Regular,628,Internorte,Ida,Penha - Nova América,Automática.,[desvio_feira],7.2,1d892d29bfad4afa8edde52f016c57f99454e9e5
2026-03-05,2026-03-05,2026-03-11,Verão,623,Internorte,Ida,Penha - Saens Peña,Automática.,[desvio_feira],22.386,1d892d29bfad4afa8edde52f016c57f99454e9e5
2026-03-05,2026-03-05,2026-03-11,Regular,623,Internorte,Volta,Penha - Saens Peña,Automática.,[desvio_feira],22.549,1d892d29bfad4afa8edde52f016c57f99454e9e5
2026-03-05,2026-03-05,2026-03-11,Verão,623,Internorte,Volta,Penha - Saens Peña,Automática.,[desvio_feira],22.549,1d892d29bfad4afa8edde52f016c57f99454e9e5
2026-03-05,2026-03-05,2026-03-11,Regular,623,Internorte,Ida,Penha - Saens Peña,Automática.,[desvio_feira],22.386,1d892d29bfad4afa8edde52f016c57f99454e9e5
2026-03-05,2026-03-05,2026-03-11,Regular,473,Intersul,Volta,São Januário - Lido,Automática.,[desvio_januário],17.635,1d892d29bfad4afa8edde52f016c57f99454e9e5
2026-03-05,2026-03-05,2026-03-11,Regular,473,Intersul,Ida,São Januário - Lido,Automática.,[desvio_januário],16.224,1d892d29bfad4afa8edde52f016c57f99454e9e5
2026-03-05,2026-03-05,2026-03-11,Verão,473,Intersul,Volta,São Januário - Lido,Automática.,[desvio_januário],17.635,1d892d29bfad4afa8edde52f016c57f99454e9e5
2026-03-05,2026-03-05,2026-03-11,Verão,473,Intersul,Ida,São Januário - Lido,Automática.,[desvio_januário],16.224,1d892d29bfad4afa8edde52f016c57f99454e9e5
2026-03-05,2026-03-05,2026-03-11,Regular,608,Intersul,Volta,Grajaú - Saens Peña,Automática.,[desvio_lazer],4.925,1d892d29bfad4afa8edde52f016c57f99454e9e5
2026-03-05,2026-03-05,2026-03-11,Verão,608,Intersul,Volta,Grajaú - Saens Peña,Automática.,[desvio_lazer],4.925,1d892d29bfad4afa8edde52f016c57f99454e9e5
2026-03-05,2026-03-05,2026-03-11,Regular,608,Intersul,Ida,Grajaú - Saens Peña,Automática.,[desvio_lazer],4.306,1d892d29bfad4afa8edde52f016c57f99454e9e5
2026-03-05,2026-03-05,2026-03-11,Verão,608,Intersul,Ida,Grajaú - Saens Peña,Automática.,[desvio_lazer],4.306,1d892d29bfad4afa8edde52f016c57f99454e9e5
2026-03-05,2026-03-05,2026-03-11,Verão,435,Intersul,Ida,Grajaú - Gávea,Automática.,[desvio_maracanã],25.205,1d892d29bfad4afa8edde52f016c57f99454e9e5
2026-03-05,2026-03-05,2026-03-11,Regular,435,Intersul,Ida,Grajaú - Gávea,Automática.,[desvio_maracanã],25.205,1d892d29bfad4afa8edde52f016c57f99454e9e5
2026-03-05,2026-03-05,2026-03-11,Regular,457,Internorte,Volta,Abolição - Copacabana,Automática.,[desvio_túnel],30.575,1d892d29bfad4afa8edde52f016c57f99454e9e5
2026-03-05,2026-03-05,2026-03-11,Verão,457,Internorte,Volta,Abolição - Copacabana,Automática.,[desvio_túnel],30.575,1d892d29bfad4afa8edde52f016c57f99454e9e5
